qualified_name,type,category,file_path,line_start,line_end,description,inputs,outputs,raises,dependencies,side_effects,idempotency,async,stability,tests,notes
reporting.normalize:normalize_life_event_description,function,Core,reporting/normalize.py,95,102,Normalize lifeEvents.description which may be a stringified dict.,value:Any (required),return: Any,none,isinstance; safe_parse_stringified_dict,none,unknown,false,stable,found,
reporting.normalize:_coerce_to_str_list,function,Core,reporting/normalize.py,105,112,Implements `_coerce_to_str_list`.,value:Any (required),return: List[str],none,isinstance; str; str(value).strip; str(x).strip; v.strip; value.split,none,unknown,false,stable,not found,
reporting.normalize:get_lang_text,function,Core,reporting/normalize.py,115,147,Extract localized text. Logs when fallback is used.,value:Any (required); preferred:str (required); fallback:str (required),"return: str; side_effects: logging, network",none,'\n'.join; fallback.lower; fallback.upper; fb_val.strip; isinstance; logger.warning; preferred.lower; preferred.upper; primary_val.strip; str; str(value).strip; str(x).strip; value.get; value.strip,"logging, network",non-idempotent,false,stable,found,
reporting.normalize:bilingual_text,function,Core,reporting/normalize.py,150,158,"Return (hi, en) where missing values are """".",value:Any (required),"return: Tuple[str, str]",none,get_lang_text; isinstance,none,unknown,false,stable,not found,
reporting.normalize:smart_no_orphan_last_word,function,Core,reporting/normalize.py,161,167,Reduce chance of orphan single-word final line by binding last 2 words.,text:str (required),return: str,none,' '.join; len; text.split,none,unknown,false,stable,not found,
reporting.normalize:pick_keywords,function,Core,reporting/normalize.py,170,189,Implements `pick_keywords`.,item:Any (required); config:ReportConfig (required),return: List[str]; side_effects: network,none,_coerce_to_str_list; dedup.append; fallback.upper; getattr; isinstance; kws.get; len; preferred.upper,network,non-idempotent,false,stable,not found,
reporting.normalize:aspect_is_positive,function,Core,reporting/normalize.py,192,196,Implements `aspect_is_positive`.,aspect_nature:Optional[str] (required),return: bool,none,str; str(aspect_nature).strip; str(aspect_nature).strip().lower,none,unknown,false,stable,not found,
reporting.normalize:aspect_is_challenging,function,Core,reporting/normalize.py,199,203,Implements `aspect_is_challenging`.,aspect_nature:Optional[str] (required),return: bool,none,str; str(aspect_nature).strip; str(aspect_nature).strip().lower,none,unknown,false,stable,not found,
reporting.normalize:derive_executive_fields,function,Core,reporting/normalize.py,213,271,Deterministic derivations documented in code:,timeline_items:Sequence[Any] (required); report_start:Optional[date] (required); config:ReportConfig (required),return: ExecutiveDerivation,none,"' • '.join; ExecutiveDerivation; _item_exact; aspect_is_challenging; aspect_is_positive; fmt_date; focus_kws.append; getattr; len; parse_iso_date; parse_iso_datetime; pick_keywords; sorted; str; str(getattr(negatives[0], 'aspect', '')).strip; to_local",none,unknown,false,stable,not found,
reporting.renderer:_sanitize_filename,function,Core,reporting/renderer.py,30,32,Implements `_sanitize_filename`.,name:str (required),return: str,none,''.join,none,unknown,false,stable,not found,
reporting.renderer:generate_report_pdf,function,Core,reporting/renderer.py,35,116,Public API: convert report JSON dict into a single PDF.,json_data:dict (required); config:ReportConfig (required),return: Path,ReportDataError(f'Invalid report JSON: {exc}'),LayoutContext; PageBreak; ReportDataError; ReportJson.model_validate; _maybe_break; _sanitize_filename; build_appendix_story; build_cover_story; build_dashboard_story; build_doc; build_key_moments_story; build_milestones_story; build_styles; build_summary_story; build_timeline_story; config.file_name_template.format; date_range_label; datetime.now; datetime.now().astimezone; doc.build,none,unknown,false,risky,found,Risk: broad exception catch; large function >80 LOC
reporting.renderer:load_config_from_yaml,function,Core,reporting/renderer.py,119,121,Implements `load_config_from_yaml`.,path:Path (required),return: ReportConfig,none,ReportConfig.model_validate; path.read_text; yaml.safe_load,none,unknown,false,stable,not found,
reporting.styles:_resolve_font_path,function,Core,reporting/styles.py,67,70,Implements `_resolve_font_path`.,fonts_dir:Path (required); file_name:str (required); override:Path | None (required),return: Path,none,none,none,unknown,false,stable,not found,
reporting.styles:register_fonts,function,Core,reporting/styles.py,73,99,Register required fonts. Raises a clear error if fonts are missing.,config:ReportConfig (required),return: None,FileNotFoundError(msg),'\n- '.join; FileNotFoundError; Path; Path(p).exists; TTFont; _resolve_font_path; paths.items; paths.values; pdfmetrics.getRegisteredFontNames; pdfmetrics.registerFont; str,none,unknown,false,stable,not found,
reporting.styles:build_styles,function,Core,reporting/styles.py,102,241,Implements `build_styles`.,config:ReportConfig (required),"return: Dict[str, ParagraphStyle]",none,ParagraphStyle; getSampleStyleSheet,none,unknown,false,risky,not found,Risk: large function >80 LOC
reporting.tests.test_normalize:test_life_event_description_dict_passthrough,function,Tools,reporting/tests/test_normalize.py,10,12,Implements `test_life_event_description_dict_passthrough`.,none,return: unknown,none,normalize_life_event_description,none,unknown,false,stable,found,
reporting.tests.test_normalize:test_life_event_description_stringified_dict,function,Tools,reporting/tests/test_normalize.py,15,20,Implements `test_life_event_description_stringified_dict`.,none,return: unknown,none,isinstance; normalize_life_event_description,none,unknown,false,stable,found,
reporting.tests.test_normalize:test_life_event_description_plain_string,function,Tools,reporting/tests/test_normalize.py,23,25,Implements `test_life_event_description_plain_string`.,none,return: unknown,none,normalize_life_event_description,none,unknown,false,stable,found,
reporting.tests.test_normalize:test_language_fallback_hi_to_en,function,Tools,reporting/tests/test_normalize.py,28,30,Implements `test_language_fallback_hi_to_en`.,none,return: unknown,none,get_lang_text,none,unknown,false,stable,found,
reporting.tests.test_normalize:test_date_normalization,function,Tools,reporting/tests/test_normalize.py,33,34,Implements `test_date_normalization`.,none,return: unknown,none,parse_iso_date; str,none,unknown,false,stable,found,
reporting.tests.test_renderer_smoke:_fonts_present,function,Tools,reporting/tests/test_renderer_smoke.py,12,20,Implements `_fonts_present`.,cfg:ReportConfig (required),return: bool,none,all; p.exists,none,unknown,false,stable,found,
reporting.tests.test_renderer_smoke:test_generate_pdf_smoke,function,Tools,reporting/tests/test_renderer_smoke.py,23,59,Implements `test_generate_pdf_smoke`.,tmp_path:Path (required),return: unknown,none,ReportConfig; _fonts_present; generate_report_pdf; pdf_path.exists; pdf_path.stat; pytest.skip,none,unknown,false,stable,found,
reporting.tests.test_report_compact:_fonts_present,function,Tools,reporting/tests/test_report_compact.py,13,21,Implements `_fonts_present`.,cfg:ReportConfig (required),return: bool,none,all; p.exists,none,unknown,false,stable,found,
reporting.tests.test_report_compact:_extract_text,function,Tools,reporting/tests/test_report_compact.py,24,26,Implements `_extract_text`.,pdf_path:Path (required),return: str,none,'\n'.join; PdfReader; page.extract_text; str,none,unknown,false,stable,found,
reporting.tests.test_report_compact:_sample_json,function,Tools,reporting/tests/test_report_compact.py,29,57,Implements `_sample_json`.,timeline_items:list[dict] | None=None (optional),return: dict,none,none,none,unknown,false,stable,found,
reporting.tests.test_report_compact:test_i18n_titles_language_mode,function,Tools,reporting/tests/test_report_compact.py,60,85,Implements `test_i18n_titles_language_mode`.,tmp_path:Path (required),return: unknown,none,ReportConfig; _extract_text; _fonts_present; _sample_json; generate_report_pdf; pytest.skip; t,none,unknown,false,stable,found,
reporting.tests.test_report_compact:test_compact_page_count_daily_smoke,function,Tools,reporting/tests/test_report_compact.py,88,112,Implements `test_compact_page_count_daily_smoke`.,tmp_path:Path (required),return: unknown,none,PdfReader; ReportConfig; _fonts_present; _sample_json; generate_report_pdf; items.append; len; pytest.skip; range; str,none,unknown,false,stable,found,
reporting.tests.test_report_compact:test_skip_empty_timeline_items,function,Tools,reporting/tests/test_report_compact.py,115,149,Implements `test_skip_empty_timeline_items`.,tmp_path:Path (required),return: unknown,none,ReportConfig; _extract_text; _fonts_present; _sample_json; generate_report_pdf; pytest.skip,none,unknown,false,stable,found,
reporting.tests.test_report_compact:test_datetime_formatting_local,function,Tools,reporting/tests/test_report_compact.py,152,174,Implements `test_datetime_formatting_local`.,tmp_path:Path (required),return: unknown,none,ReportConfig; _extract_text; _fonts_present; _sample_json; generate_report_pdf; pytest.skip,none,unknown,false,stable,found,
reporting.tests.test_report_compact:test_cover_title_single_occurrence,function,Tools,reporting/tests/test_report_compact.py,177,202,Implements `test_cover_title_single_occurrence`.,tmp_path:Path (required),return: unknown,none,PdfReader; ReportConfig; _fonts_present; _sample_json; generate_report_pdf; page.extract_text; pytest.skip; str; sum; t,none,unknown,false,stable,found,
services.ai_agent_services:calculate_token_cost,function,Core,services/ai_agent_services.py,24,33,Calculate cost for given token count.,tokens:int (required); price_per_1m:float (required),return: float,none,none,none,unknown,false,risky,not found,Risk: possible hardcoded secret/token
services.ai_agent_services:calculate_total_cost,function,Core,services/ai_agent_services.py,35,52,"Calculate input, output and total cost.",prompt_tokens:int (required); completion_tokens:int (required),return: dict,none,calculate_token_cost,none,unknown,false,risky,not found,Risk: possible hardcoded secret/token
services.ai_agent_services:generate_astrology_AI_summary,function,Core,services/ai_agent_services.py,55,106,Implements `generate_astrology_AI_summary`.,system_prompt:str (required); user_prompt:str (required); model:str='gpt-4.1' (optional),"return: unknown; side_effects: logging, network",none,calculate_total_cost; cast; choice.get; client.chat.completions.create; content.strip; getattr; hasattr; isinstance; msg.get; print,"logging, network",non-idempotent,false,risky,not found,Risk: broad exception catch; possible hardcoded secret/token
services.ai_prompt_service:get_system_prompt_report,function,Core,services/ai_prompt_service.py,3,83,Implements `get_system_prompt_report`.,language:str='English' (optional),return: str,none,none,none,unknown,false,risky,not found,Risk: large function >80 LOC
services.ai_prompt_service:get_system_prompt_natal,function,Core,services/ai_prompt_service.py,85,188,Implements `get_system_prompt_natal`.,lang_code:str='en' (optional),return: str,none,none,none,unknown,false,risky,not found,Risk: large function >80 LOC
services.ai_prompt_service:get_system_prompt_qna,function,Core,services/ai_prompt_service.py,190,229,Implements `get_system_prompt_qna`.,lang_pref:Any='Hindi' (optional),return: str,none,none,none,unknown,false,stable,not found,
services.ai_prompt_service:_normalize_lang_code,function,Core,services/ai_prompt_service.py,231,242,Implements `_normalize_lang_code`.,lang_code:str | None (required),return: str,none,len; normalized.lower; normalized[1:-1].strip; str; str(lang_code).strip,none,unknown,false,stable,not found,
services.ai_prompt_service:get_system_prompt_daily,function,Core,services/ai_prompt_service.py,244,268,Implements `get_system_prompt_daily`.,lang_code:str='en' (optional),return: str,none,_normalize_lang_code,none,unknown,false,stable,not found,
services.ai_prompt_service:get_system_prompt_weekly,function,Core,services/ai_prompt_service.py,270,371,Implements `get_system_prompt_weekly`.,lang_code:str='en' (optional),return: str,none,_normalize_lang_code,none,unknown,false,risky,not found,Risk: large function >80 LOC
